complex_id,index
M_metsox_DASH_S_DASH_L_c+M_trdrd_c,2758
M_cdpdhdec9eg_c+M_ppi_c,1534
M_ac_c+M_oaa_c,762
M_3ohdcoa_c+M_coa_c,570
M_amp_c+M_pe140_c+M_ppi_c,1193
M_etoh_c,1906
M_glyc_DASH_R_c+M_h_c,2198
M_LalaLglu_c,742
M_2agpe120_c,293
M_amp_c+M_asn_DASH_L_c+M_h_c+M_ppi_c,1157
M_atp_c+M_h2o_c+M_mg2_p,1404
M_h2o_c+M_uppg3_c,2393
M_cdpdtdecg_c+M_ser_DASH_L_c,1555
M_h2o_p+M_pgp161_p,2439
M_k_e,2710
2.0_M_glu_DASH_L_c+M_nadp_c,60
M_glyc3p_p+M_pi_c,2197
M_h2o_c+M_pser_DASH_L_c,2356
M_fadh2_c+2.0_M_fe2_c+2.0_M_iscssh_c+M_iscu_DASH_2fe2s_c,1933
M_xan_c,3006
M_g3p_c+M_h_c+M_pyr_c,2029
M_rib_DASH_D_c+M_ura_c,2947
M_h2o_c+M_tdecoa_c,2375
M_acald_c+M_nh4_c,776
M_atp_c+M_ump_c,1483
M_2ddecg3p_p+M_ddca_p,377
M_3ooctACP_c+M_ACP_c+M_co2_c,578
M_atp_c+M_glyc3p_p+M_h2o_c,1377
M_thr_DASH_L_c,2967
M_2agpg120_p,331
M_ala_DASH_L_e,1119
M_g3pe_p+M_h_p+M_hdca_p,2044
M_h_c+M_succ_p,2579
M_2tdec7eg3p_c,469
M_glyc_c+M_pi_c,2206
M_h_c+M_pi_c+M_ppgpp_c,2555
M_adp_c+M_h_c+M_pi_c+M_ugmda_c,1014
M_h_c+M_thr_DASH_L_c,2581
M_amp_c+2.0_M_h_c+M_nmn_c,1152
M_g3pe_p+M_h_p+M_ttdcea_p,2049
M_glyc3p_c+2.0_M_h_c+M_hdca_c,2164
M_h_c+M_nadh_c+M_tmrs2eACP_c,2518
M_h_c+M_idon_DASH_L_c,2462
M_h_c+M_k_p,2469
M_3hdcoa_c+M_nad_c,508
M_r1p_c,2939
M_4mop_c+M_co2_c,627
M_fe2_c,1952
M_15dap_p,201
M_enter_e+M_h_c,1894
M_atp_c+M_glc_DASH_D_p+M_h2o_c,1365
M_ctp_c+M_h_c+M_pa140_c,1716
M_dha_c,1802
M_accoa_c+M_h_c+M_nadh_c,794
M_lac_DASH_L_p,2724
M_glyc3p_p+M_h_p+M_ocdca_p,2193
M_bmoco1gdp_c+M_gtp_c+M_h_c,1488
M_novbcn_e,2852
M_cmp_c+M_h_c+M_pgp181_c,1614
M_atp_c+M_gthrd_c+M_spmd_c,1385
M_metsox_DASH_R_DASH_L_c+M_trdrd_c,2757
M_h2o_c+M_t3c9palmeACP_c,2369
M_2agpg120_p+M_ddca_p+M_h_p,332
M_2odec11eg3p_c,435
M_atp_c+M_dudp_c,1341
M_atp_c+M_g3pe_p+M_h2o_c,1361
M_fadh2_c+M_od2coa_c,1948
M_adp_c+M_fecrm_c+M_h_c+M_pi_c,911
M_h_c+M_ps160_c,2568
M_2agpg161_c+M_h2o_c,350
3.0_M_h_c+2.0_M_nadh_c+M_uacmamu_c,115
M_2dmmq8_c+M_h_c+M_nadph_c,386
M_indole_c+M_nh4_c+M_pyr_c,2699
M_ctp_c+M_h_c+M_pa160_c,1718
M_h_p+M_hom_DASH_L_c,2600
M_mal_DASH_L_p,2744
M_atp_c+M_dhpt_c+M_glu_DASH_L_c,1336
M_amp_c+M_pe141_c+M_ppi_c,1194
M_3ophb_c+M_h_c,586
M_acgam6p_c+M_h2o_c,812
M_10fthf_c+M_h2o_c,147
M_adp_c+M_amp_c+M_h_c,862
M_ala_DASH_L_c+M_h_c,1113
M_h2o_c+M_imacp_c,2293
M_dttp_c+M_g1p_c+M_h_c,1861
M_h2s_c+M_nh4_c+M_pyr_c,2445
M_adp_c+M_h_c+M_hlipa_c,941
M_g3pg_p+M_h2o_p,2059
M_2aobut_c+M_h_c+M_nadh_c,368
M_cit_c+M_coa_c+M_h_c,1564
M_h2o_c+M_metsox_DASH_R_DASH_L_c,2309
M_pg120_p+M_pi_p,2876
M_ser_DASH_D_c,2952
M_atp_c+M_rib_DASH_D_c,1476
M_atp_c+M_dgmp_c,1334
M_h_c+M_nadh_c+M_tpalm2eACP_c,2521
M_fdp_c+M_h2o_c,1951
M_atp_c+M_glu_DASH_L_c+M_trnaglu_c,1373
M_h2s_e,2446
M_atp_c+M_glu_DASH_L_c+M_nh4_c,1371
M_cit_c+M_succ_p,1566
M_glyc3p_c+2.0_M_h_c+M_ttdcea_c,2169
2.0_M_h_c+M_mal_DASH_L_c,74
M_cdpdodecg_c+M_h2o_c,1545
M_LalaDgluMdap_c+M_adp_c+M_h_c+M_pi_c,730
M_2oph_c+M_co2_c,460
M_alltn_p,1139
M_h2o_c+M_pgp181_c,2347
M_gua_c+M_r1p_c,2262
M_g3p_c+M_pyr_c,2032
M_atp_c+M_gly_c+M_pram_c,1376
M_adp_c+M_h_c+M_pi_c+M_uamag_c,1012
M_clpn180_p+M_h2o_p,1589
M_adp_c+M_h_c+M_pi_c,1005
M_adp_c+M_colipa_p+M_h_c+M_pi_c,878
M_ala_DASH_D_p+M_murein4px4px4p_p,1107
M_adp_c+M_co2_c+M_pep_c,873
M_butACP_c+M_nad_c,1497
M_h2o_c+M_ttdceap_c,2386
M_h2o_c+M_occoa_c,2325
M_adp_c+M_udp_c,1035
M_1agpg160_p+M_h2o_p,223
M_aps_c+M_atp_c,1232
M_2dmmql8_c+M_nad_c,394
M_ala_DASH_D_c+M_pydx5p_c,1097
M_hmbil_c+4.0_M_nh4_c,2670
M_23dhba_c+M_ppi_c,275
M_accoa_c+M_ddcacoa_c,785
M_glyc_DASH_R_e,2201
M_h2o_p+M_pg181_p,2434
M_hom_DASH_L_c+M_nadp_c,2671
M_fadh2_c+2.0_M_fe3hox_c,1936
M_h2o_c+M_myrsACP_c,2312
M_3pg_c,590
M_h_c+M_ocACP_c,2547
M_ala_DASH_L_c+M_sufsesh_c,1118
M_3hpp_c+M_h_c,535
M_h_p+M_pi_p,2632
M_h2o_c+M_hx2coa_c,2289
M_s17bp_c,2950
M_dutp_c+M_nh4_c,1872
M_fad_c+M_iscu_DASH_4fe4s_c,1925
M_adprib_c+M_h2o_c,1046
M_3ooctdACP_c+M_h_c+M_nadph_c,581
M_glu5sa_c+M_nadp_c+M_pi_c,2123
M_hom_DASH_L_p,2674
M_12dgr161_p+M_pi_p,175
M_ahcys_c+M_malcoame_c,1059
M_arg_DASH_L_c+M_h_c,1251
M_glu_DASH_L_p+M_h_p,2144
M_adp_c+M_h_c+M_pi_c+M_uama_c,1011
M_meoh_c+M_pimACP_c,2753
M_dtdp4d6dm_c,1851
M_4fe4s_c+M_iscu_c,623
3.0_M_h2o_c+M_h2s_c+3.0_M_nadp_c,112
M_atp_c+M_h2o_c+M_pe141_c,1419
M_glx_c+M_mql8_c,2149
M_accoa_c+M_hxa_c,795
M_h2o_c+M_uri_c,2395
M_3fe4s_c+M_fe2_c,494
M_6pgc_c+M_h_c,673
M_g3pe_c+M_h_c+M_ttdcea_c,2040
M_h_c+M_iasp_c+M_mql8_c,2459
M_fecrm_p+M_h_c,1979
M_amp_c+M_h_c+M_ppi_c+M_tdecoa_c,1181
M_glc_DASH_D_c+M_pi_c,2104
M_h_c+M_thf_c+M_udpLa4fn_c,2580
M_adp_c+M_h_c+M_lys_DASH_L_c+M_pi_c,954
M_agm_c+M_arg_DASH_L_p,1048
M_atp_c+M_h2o_c+M_pg160_c,1427
M_2obut_c+M_coa_c,432
M_atp_c+M_h2o_c+M_pgp140_c,1432
M_cpgn_e+M_h_p,1696
M_frdp_c+M_ppi_c,2011
M_nadp_c+M_pmeACP_c,2828
M_adphep_DASH_LD_c,1041
M_dhpt_c+M_ppi_c,1827
M_atp_c+M_h2o_c+M_leu_DASH_L_p,1397
M_3ooctdACP_c+M_ACP_c+M_co2_c,580
M_actp_c+M_coa_c,837
M_atp_c+M_glyc_c,1379
M_h_c+M_nadph_c+M_opmeACP_c,2526
M_26dap_DASH_M_c+M_LalaDglu_c,290
M_gdp_c+M_h_c+M_ump_c,2083
M_h_p+M_pro_DASH_L_p,2634
M_ptrc_c+M_urea_c,2926
M_gtp_c+M_h2o_c,2252
M_trp_DASH_L_p,2976
M_5mtr_p+M_h_p,667
M_dump_c+M_h2o_c,1865
M_g3pe_p+M_h_p+M_hdcea_p,2045
M_pg140_c+M_pi_c,2877
M_h2o_p+M_murein5px3p_p,2411
M_glu_DASH_L_c+M_phpyr_c,2134
M_glyclt_c+M_nadp_c,2214
M_ala_DASH_D_p+M_murein5px4p_p,1109
M_1odecg3p_c+M_ocdcaACP_c,253
M_atp_c+M_lipidAds_c,1460
M_23dhmp_c,281
3.0_M_23dhba_c+3.0_M_seramp_c,108
M_1hdecg3p_c+M_h_c+M_pi_c,242
M_3ooctACP_c+M_h_c+M_nadph_c,579
M_for_c,1996
M_4fe4s_c,621
M_lac_DASH_D_c+M_q8_c,2718
M_dhna_c+M_h_c+M_octdp_c,1818
M_acolipa_e,822
M_h2o_c+M_pep_c,2340
M_citr_DASH_L_c+M_h_c+M_pi_c,1571
M_amp_c+M_h2o_c,1169
M_alltn_c+M_co2_c+M_h2o2_c,1135
M_cgly_p+M_glu_DASH_L_p,1559
M_dimp_c+M_h_c+M_ppi_c,1831
M_2agpg181_c+M_atp_c+M_ocdcea_c,359
M_atp_c+M_h2o_c+M_lipa_cold_c,1399
M_h_c+M_hexACP_c+M_malACP_c,2453
M_acgam_c+M_anhm4p_c,815
M_ACP_c+M_atp_c+M_hdcea_c,684
M_adp_c+M_h_c+M_kdo2lipid4_e+M_pi_c,946
M_adp_c+M_cgly_c+M_h_c+M_pi_c,872
M_asn_DASH_L_c+M_h2o_c,1262
M_lys_DASH_L_e,2735
M_adp_c+M_h_c+M_pa160_p+M_pi_c,970
M_doxrbcn_e+M_h_c,1842
M_atp_c+M_prpp_c,1468
M_h2o_c+M_palmACP_c,2337
M_glc_DASH_D_c+M_malthx_c,2101
M_cyst_DASH_L_c+M_h2o_c,1734
M_amp_c+M_glutrna_c+M_ppi_c,1167
M_ala_DASH_L_p,1120
M_co2_c+M_mlthf_c+M_nadh_c+M_nh4_c,1634
M_dtdp4d6dg_c+M_h2o_c,1850
M_e4p_c+M_xu5p_DASH_D_c,1878
M_g3p_c+M_indole_c,2030
M_dadp_c+M_h2o_c+M_trdox_c,1748
M_adp_c+M_h_c+M_pgp181_p+M_pi_c,1000
M_anhgm_p,1223
M_3hoctaACP_c,529
M_adp_c+M_h_c+M_pgp120_p+M_pi_c,994
M_bglycogen_c,1486
M_h2o_c+M_ttdcap_c,2385
M_h_c+M_ser_DASH_L_c,2576
M_agm_e,1051
M_2agpg180_p,356
M_h2o_c+M_nadp_c+M_sucsal_c,2318
M_dtdp_c+M_h_c+M_unagamuf_c,1854
M_pep_c+M_skm5p_c,2873
M_ala_DASH_D_p+M_h_p,1102
M_clpn141_p+M_glyc_p,1582
M_h_c+M_nadph_c+M_tdec2eACP_c,2534
M_hxan_e,2685
M_atp_c+M_dcmp_c,1332
M_dnad_c+M_ppi_c,1840
M_atp_c+M_h2o_c+M_nac_c+M_prpp_c,1406
M_cys_DASH_L_c+M_suchms_c,1730
M_g3pg_p+M_h_p+M_ocdcea_p,2063
M_nad_c+M_thr_DASH_L_c,2817
M_asp_DASH_L_p+3.0_M_h_p,1287
M_h_p+M_ins_p,2605
M_12dgr140_c+M_pi_c,157
M_thym_p,2971
M_nad_c+M_uracp_c,2819
M_amp_c+M_h_c+M_hxcoa_c+M_ppi_c,1172
M_adp_c+M_f6p_c+M_h_c,904
M_15dap_e,200
M_anhgm3p_p+M_h2o_p,1213
M_1agpg140_p+M_h2o_p,219
M_murein4p4p_p,2788
M_nadp_c+M_q8h2_c,2830
M_atp_c+M_cys_DASH_L_c+M_h2o_c,1327
M_adn_c+M_atp_c,848
M_1tdec7eg3p_p+M_h_p+M_ttdcea_p,264
M_4ppcys_c+M_h_c,637
M_nad_c+M_ppi_c,2812
M_2agpg160_c+M_h2o_c,345
M_4abut_e,604
M_adp_c+M_feenter_c+M_h_c+M_pi_c,912
M_co2_c+M_pe120_c,1643
M_h_p+M_ile_DASH_L_p,2603
M_adp_c+M_h_c+2.0_M_pi_c,938
M_mg2_e,2760
M_nad_c+M_udpglcur_c,2818
M_glyc3p_c+M_nadp_c,2177
M_3hddecACP_c,511
M_lac_DASH_L_c+M_q8_c,2722
M_h2o_p+M_murein5px4px4p_p,2413
M_5apru_c+M_h_c+M_nadph_c,646
M_mql8_c+M_pyr_c,2781
M_2agpg160_c,343
M_but2eACP_c+M_h_c+M_nadh_c,1494
M_LalaDgluMdapDala_c+M_anhm_c,722
M_ade_c+M_h_c,839
M_feenter_c+3.0_M_h2o_c,1980
M_ACP_c+M_ddcap_c,693
M_cdpdtdec7eg_c+M_h2o_c,1549
M_nh4_e,2847
M_1hdecg3p_p+M_h2o_p,244
M_h2o_c+M_hdceap_c,2283
M_h_c+M_uaagmda_c+M_udp_c,2589
M_f6p_c+M_nh4_c,1914
M_acald_c+M_gly_c,772
2.0_M_flxr_c+M_gtp_c+2.0_M_h_c,55
M_atp_c+M_h2o_c+M_lipa_cold_p,1400
M_co2_c+M_h2o_c,1630
M_h_c+M_malACP_c,2480
M_amp_c+M_h_c+M_pnto_DASH_R_c+M_ppi_c,1176
M_arg_DASH_L_p+M_h_p,1259
M_ddca_c+M_glyc3p_c+2.0_M_h_c,1786
M_arbtn_e+M_fe3_e,1246
4.0_M_h_c+M_uppg3_c,137
M_h_c+M_nadh_c+M_urate_c,2522
M_cys_DASH_L_c,1726
M_moadamp_c+M_ppi_c,2770
M_adp_c+M_dtmp_c+M_h_c,898
M_crn_c+M_h_c,1705
M_h2o_p+M_udcpdp_p,2442
M_ala_DASH_L_c+M_pimACP_c,1116
M_3pg_c+M_adp_c+M_h_c,591
M_hxan_p,2686
M_dha_p,1807
M_ctp_c+M_h2o_c,1713
M_atp_c+M_dhgly_c+M_dxyl5p_c+M_h_c+M_iscssh_c+M_nadph_c,1335
M_4ppan_c+M_adp_c+M_h_c,634
M_3hdecACP_c+M_nadp_c,514
M_h2o2_c+M_nh4_c+M_pydx5p_c,2270
M_h_c+M_pi_c+M_thmmp_c,2558
M_ACP_c+M_co2_c+M_opmeACP_c,690
M_kdo2lipid4_e,2713
M_cgly_c+M_h2o_c,1556
M_3c4mop_c+M_h_c,487
M_atp_c+M_glcn_c,1366
M_aacoa_c+M_h_c+M_nadh_c,745
M_adp_c+M_gln_DASH_L_c+M_h_c+M_pi_c,924
2.0_M_h2o_c+M_h_c+M_ppbng_c,65
M_12dgr140_p+M_pi_p,159
M_feenter_p+M_h_c,1983
M_datp_c+2.0_M_flxso_c+M_h2o_c,1751
M_lac_DASH_L_e,2723
M_h2o_p+M_murein4px4px4p_p,2407
M_adp_c+M_h_c+M_pg140_p+M_pi_c,988
M_2ombzl_c,446
M_1ddecg3p_c+M_ddcaACP_c,232
1.5_M_o2_c+M_pppg9_c,2
M_2amsa_c+M_h_c+M_nadph_c,365
M_adp_c+M_dgdp_c,893
M_ddcacoa_c+M_h2o_c,1791
M_2agpe140_c+M_h2o_c,300
M_ade_e,845
M_amp_c+M_gtp_c,1168
M_acolipa_p+M_udcpp_p,825
M_2omhmbl_c+M_amet_c,451
M_damp_c+M_h_c+M_ppi_c,1750
M_gua_c+M_prpp_c,2261
M_3ocpalm9eACP_c+M_ACP_c+M_co2_c,556
M_atp_c+M_h2o_c+M_pheme_c,1438
M_adp_c+M_asn_DASH_L_c+M_h_c+M_pi_c,866
M_1ddecg3p_p+M_ddca_p+M_h_p,234
M_cmp_c+M_h_c+M_pgp161_c,1612
M_gthrd_p,2248
2.0_M_h_c+M_mobd_c+M_mptamp_c,77
M_h_p+M_idon_DASH_L_p,2602
M_2tdec7eg3p_p+M_ttdcea_p,472
M_adp_c+M_h_c+M_phhlipa_c,1002
2.0_M_h2o_c+M_trdox_c,68
M_adp_c+M_h_c+M_pg160_p+M_pi_c,990
M_nh4_c+M_xan_c,2845
M_LalaDgluMdapDala_c+M_h2o_c,724
M_uacmamu_c+M_unaga_c,2988
M_h2o_c+M_udcpdp_c,2390
M_h2o_p+M_murein5p4p_p,2409
M_adp_c+M_h_c+M_pi_c+M_spmd_c,1009
M_cd2_c,1516
M_hexACP_c+M_nad_c,2662
M_gdp_c+M_h_c+M_man1p_c,2080
2.0_M_h_c+M_nad_c+M_nadph_c,81
M_23dhdp_c+2.0_M_h2o_c+M_h_c,277
M_2agpg140_p+M_h_p+M_ttdca_p,337
M_h2o_c+M_pdx5p_c,2339
M_h2s_c,2443
M_accoa_c+M_co2_c+2.0_M_flxr_c+M_h_c,782
M_pi_c+M_uri_c,2903
M_adp_c+M_h_c+M_nadp_c,959
M_acetol_c+M_h_c+M_nadh_c,802
M_3ocddec5eACP_c+M_h_c+M_nadph_c,553
M_ala_DASH_D_c+M_anhm3p_c,1094
M_amp_c+M_hdeACP_c+M_ppi_c,1183
M_cys_DASH_L_e,1732
M_ddca_c+M_g3pe_c+M_h_c,1784
M_1tdec7eg3p_p+M_h2o_p,263
M_h_p+M_pa141_p+M_pg141_p,2626
M_h_p+M_ptrc_p,2635
M_4abut_c+M_co2_c,600
M_h2o_c+4.0_M_ppbng_c,2281
M_clpn160_p+M_glyc_p,1584
2.0_M_flxso_c+M_nadph_c,58
M_3pg_c+M_nad_c,593
M_ac_c+M_na1_c,761
M_2ommbl_c+2.0_M_atp_c+3.0_M_h2o_c+M_nad_c,453
M_3hcvac11eACP_c+M_nadp_c,506
M_adp_c+M_h_c+M_mg2_c+M_pi_c,957
M_2cpr5p_c,370
M_atp_c+M_h2o_c+M_pgp120_c,1431
M_h2o_p+M_murein4p4p_p,2405
M_fadh2_c+M_hx2coa_c,1943
M_anhgm3p_c+M_h2o_c,1210
M_h_c+M_nadh_c+M_tddec2eACP_c,2515
M_etha_p+M_h_p,1905
M_2dr5p_c,402
M_ala_DASH_L_c,1110
M_atp_c+M_pi_c,1464
M_glcn_p,2113
M_h_c+M_uri_c,2592
M_h_c+M_nadph_c+M_tpalm2eACP_c,2539
2.0_M_cpgn_c+M_fmnh2_c,34
M_1pyr5c_c+M_h2o_c+M_h_c,259
M_h2o_p+M_murein5px4p_p,2412
M_h2o_p+M_murein5p3p_p,2408
M_h_p+M_ser_DASH_L_p,2638
M_cytd_e,1741
M_atp_c+M_gdp_c,1363
M_fadh2_c+2.0_M_feenter_c,1938
M_gly_c+M_nad_c+M_thf_c,2155
M_cmp_c+M_h_c+M_ps141_c,1618
M_atp_c+M_cobalt2_c+M_h2o_c,1317
M_3hbcoa_c+M_nad_c,498
M_etoh_e,1908
M_cdpdtdec7eg_c+M_glyc3p_c,1548
M_12dgr161_c+M_atp_c,171
2.0_M_h_c+M_mlthf_c+M_nadh_c,76
M_ac_c+M_u3hga_c,764
M_2p4c2me_c+M_adp_c+M_h_c,462
M_alac_DASH_S_c+M_co2_c,1133
M_icolipa_c+M_udpg_c,2690
M_1ddecg3p_c+M_ACP_c,231
M_pi_c+M_pydxn_c,2896
M_3omrsACP_c+M_h_c+M_nadph_c,575
M_h2o_c+M_pgp160_c,2344
M_nadh_c+M_nadp_c,2821
M_arg_DASH_L_p+M_atp_c+M_h2o_c,1257
M_spmd_e,2959
M_cmp_c+M_gdp_c+M_h_c,1603
M_atp_c+M_h2o_c+M_zn2_p,1448
M_2dda7p_c+M_pi_c,373
M_2agpg141_p,341
M_dudp_c+M_grxox_c+M_h2o_c,1863
M_adp_c+M_h_c+M_phom_c,1003
M_enter_e,1892
M_mn2_c,2767
M_1agpg180_p+M_h2o_p,227
M_2sephchc_c+M_co2_c,466
M_gmp_c+2.0_M_h_c+M_nadph_c,2228
M_glu_DASH_L_c+M_pyr_c,2136
M_3c3hmp_c+M_coa_c+M_h_c,486
M_fadh2_c+2.0_M_fe3_c,1935
M_atp_c+M_cbl1_c+M_h_c,1298
M_adp_c+M_h_c+M_pydx5p_c,1020
M_glutrna_c+M_h_c+M_nadph_c,2146
M_cdpdhdec9eg_c+M_glyc3p_c,1532
M_glyclt_c+M_mqn8_c,2211
M_atp_c+M_gthrd_p+M_h2o_c,1386
2.0_M_h_c+M_mg2_p,75
M_2shchc_c,467
M_h_c+M_lcts_c,2474
M_cdpdodecg_c+M_ppi_c,1546
M_1tdecg3p_c+M_myrsACP_c,267
M_2agpg181_p,361
M_3haACP_c+M_nadp_c,496
M_LalaDgluMdapDala_c+M_adp_c+M_h_c+M_pi_c,720
M_akg_c+M_coa_c+M_nad_c,1069
M_cys_DASH_L_c+M_sufse_c,1731
M_dtdp_c+M_h_c+M_icolipa_c,1853
M_arbtn_e+M_h_c,1247
M_12ppd_DASH_S_p,194
M_co2_c+M_pan4p_c,1642
M_h2o_c+M_mdhdhf_c,2306
M_h_c+M_mqn8_c+M_nadph_c,2495
M_6pgl_c+M_h_c+M_nadph_c,676
M_dhap_c+M_q8h2_c,1815
5.0_M_h_c+2.0_M_moadcoo_c+M_mpt_c,138
M_h_c+M_hom_DASH_L_p,2455
M_atp_c+M_gmp_c,1382
M_2mahmp_c+M_adp_c,423
M_cobalt2_p,1682
M_co2_p+M_h_p+M_mql8_c,1656
M_adp_c+M_h_c+M_pe161_p+M_pi_c,983
M_gtspmd_c+M_h2o_c,2257
M_2agpe160_c,308
M_h2o_c+M_imp_c+M_nad_c,2295
M_1hdec9eg3p_c+M_h_c+M_pi_c,237
M_fad_c+2.0_M_fe2_c+2.0_M_feoxam_DASH_un_c+2.0_M_h_c,1918
M_nadp_c+M_octeACP_c,2825
M_kdo2lipid4L_c+M_myrsACP_c,2712
M_1agpe181_p+M_h2o_p,215
M_atp_c+M_coa_c+M_h_p+M_hxa_p,1309
M_asn_DASH_L_p+M_atp_c+M_h2o_c,1266
M_h_p+M_lys_DASH_L_c,2613
M_pran_c,2919
M_eca2und_p+M_h_p+M_udcpdp_p,1879
M_atp_c+M_co2_c+M_dann_c,1304
M_ac_c+M_gam6p_c,757
M_hexACP_c+M_nadp_c,2663
M_ACP_c+M_h_c+M_ttdca_c,697
M_LalaDgluMdapDala_p+M_anhgm_p,727
M_23dhb_c+M_ser_DASH_L_c,274
M_ala_DASH_D_p+M_murein4p3p_p,1104
M_dhap_c+M_pyr_c,1814
M_orot5p_c+M_ppi_c,2866
M_ala_DASH_D_c,1092
M_h_c+M_nadh_c+M_ohpb_c,2504
M_mal_DASH_L_c+M_mqn8_c,2738
M_atp_c+M_h2o_c+M_mobd_p,1405
M_acorn_c+M_h2o_c,828
M_adp_c+M_h_c+M_pe140_p+M_pi_c,980
M_4r5au_c+M_db4p_c,638
2.0_M_h_c+M_nadh_c+M_sucglu_c,83
M_atp_c+M_glc_DASH_D_c,1364
M_h2o_c+M_hdcap_c,2282
M_5mtr_p,666
M_adp_c+M_eca4colipa_e+M_h_c+M_pi_c,902
M_dgtp_c+M_h2o_c,1801
M_glyc_DASH_R_p+M_h_p,2203
M_h_c+M_palmACP_c+M_pi_c,2552
M_acgam1p_c+M_h_c+M_utp_c,810
M_6pgc_c+M_nadp_c,674
2.0_M_h_c+M_prpp_c+M_quln_c,91
M_h2o_c+M_kdo8p_c,2299
M_3c4mop_c+M_h_c+M_nadh_c,488
M_4ampm_c+2.0_M_for_c+3.0_M_h_c+M_nadh_c,614
M_clpn160_p+M_h2o_p,1585
M_asp_DASH_L_c+M_atp_c+M_nh4_c,1275
M_datp_c+M_h2o_c+M_h_c,1753
M_1agpe140_p+M_h2o_p,205
M_nad_c+M_quin_c,2814
M_glyc3p_c+M_h2o_c,2171
M_5mta_c+M_h2o_c,659
M_lys_DASH_L_p,2736
M_h2o_c+M_hdcoa_c,2284
M_glyc3p_c+M_myrsACP_c,2176
M_h_c+M_nadh_c+M_t3c9palmeACP_c,2514
M_ACP_c+M_pa140_c,711
M_h2o_c+M_u23ga_c,2387
M_feoxam_p+M_h_c,1990
M_gtp_c+M_ppi_c,2255
M_fad_c+2.0_M_fe2_c+2.0_M_fe3hox_DASH_un_c+2.0_M_h_c,1916
M_meoh_p,2755
M_adp_c+M_h_c+M_pa181_c,975
M_thr_DASH_L_p,2969
M_glycogen_c,2220
M_atp_c+M_f6p_c,1345
M_atp_c+M_fpram_c,1358
M_dhor_DASH_S_c+M_fum_c,1821
M_h2o_c+M_u3aga_c,2388
M_ddcaACP_c+M_kdo2lipid4_c,1780
M_pg160_p+M_pi_p,2882
M_acolipa_p+M_atp_c+M_h2o_c,824
M_h_c+M_imp_c+M_ppi_c,2465
M_amp_c+2.0_M_h_c+M_r5p_c,1154
M_3opalmACP_c+M_h_c+M_nadph_c,585
M_atp_c+M_h2o_c+M_pe160_c,1420
M_cytd_c+M_gtp_c,1736
M_adp_c+M_dcdp_c,891
M_12dgr140_c+M_atp_c,156
M_co2_c+M_ptrc_c,1651
M_LalaDgluMdap_p,737
M_cpgn_DASH_un_p+M_h_c,1693
M_h_p+M_thym_c,2644
M_atp_c+M_cdp_c,1301
M_atp_c+M_gln_DASH_L_c+M_h2o_c+M_utp_c,1367
M_1tdec7eg3p_c+M_h_c+M_pi_c,261
M_2dr1p_c+M_thym_c,400
M_adp_c+M_h_c+M_lipidA_c,953
M_dump_c+M_mlthf_c,1867
M_ppa_c+M_succoa_c,2907
M_12dgr160_c,165
M_enter_p+M_h_c,1895
M_h2o_p+M_pa180_p,2419
M_ap4a_c+M_h2o_c,1230
M_gmeACP_c+M_nadp_c,2223
M_asp_DASH_L_c+2.0_M_h_c,1270
M_dha_c+M_pep_c,1805
M_myrsACP_c+M_nad_c,2795
M_1ddecg3p_p+M_h2o_p,235
M_adp_c+M_air_c+2.0_M_h_c+M_pi_c,859
M_ctbt_p+M_h_p,1711
M_3htdcoa_c+M_nad_c,541
M_anhgm4p_p+M_h2o_p,1217
M_f6p_c+M_gln_DASH_L_c,1912
M_hpmeACP_c,2675
M_pyam5p_c+M_pyr_c,2929
M_cpmp_c+M_ppi_c,1699
M_gua_c,2258
M_ala_DASH_D_p,1100
M_adp_c+M_trdrd_c,1034
M_cmp_c+M_h_c+M_kphphhlipa_c,1607
M_amp_c+M_ppi_c+M_tdeACP_c,1209
M_ACP_c+M_atp_c+M_ttdcea_c,689
M_adocbl_c+M_pppi_c,856
M_h_p+M_novbcn_p,2623
M_h_c+M_lald_DASH_D_c+M_nadh_c,2472
M_uacgam_c,2984
M_4fe4s_c+M_sufbcd_c,624
M_grxrd_c+M_paps_c,2238
M_accoa_c+M_gly_c,791
M_icit_c+M_nadp_c,2689
M_nadp_c+M_ocACP_c,2823
M_amob_c+M_dann_c,1151
M_ddcaACP_c+M_h_c+M_malACP_c,1778
M_h2o_c+M_metsox_DASH_S_DASH_L_c,2310
M_h2o_c+M_thmpp_c,2377
M_cdpdhdecg_c+M_glyc3p_c,1536
M_ptrc_p,2928
M_arab_DASH_L_p+M_h_p,1240
M_dhap_c+M_e4p_c,1809
2.0_M_pg141_p,101
M_dgdp_c+M_h2o_c+M_trdox_c,1795
M_h2o2_c+M_met_DASH_L_c,2268
M_anhgm4p_c+M_h2o_c,1215
M_2dmmq8_c+M_glyclt_c,384
M_dtdpglu_c+M_ppi_c,1856
M_26dap_DASH_M_c+M_h_c,292
M_atp_c+M_h2o_c+M_so4_p,1443
M_ac_c+2.0_M_h_c+M_nadph_c,752
M_cdpdodec11eg_c+M_h2o_c,1541
4.0_M_h_c+M_mqn8_c+M_nadh_c,133
M_dctp_c+M_h2o_c+M_h_c,1771
M_meoh_c,2752
M_nh4_c+M_ura_c,2843
M_cmp_c+M_h_c+M_pgp120_c,1608
M_coa_c+M_pyr_c,1676
M_4adcho_c+M_glu_DASH_L_c,613
M_2ddg6p_c,378
