 Count  Overhead File                    Line Function
     1         1 @Base\array.jl             ? pop!
     1         0 …\compiler\optimize.jl   288 new_expr_effect_flags(𝕃ₒ::Core.Co…
     1         0 …ler\ssair\slot2ssa.jl    28 scan_entry!(result::Vector{Core.C…
     1         1 …piler\ssair\passes.jl   773 perform_lifting!(compact::Core.Co…
     1         0 …ractinterpretation.jl   135 abstract_call_gf_by_type(interp::…
     1         1 …mpiler\typelattice.jl   399 ⊑(lattice::Core.Compiler.Inferenc…
     1         1 …\compiler\optimize.jl   479 finish(interp::Core.Compiler.Nati…
     1         0 …piler\ssair\legacy.jl    12 inflate_ir!
     1         1 …ler\inferencestate.jl   586 sptypes_from_meth_instance(linfo:…
     1         0 …ler\ssair\inlining.jl  1645 assemble_inline_todo!(ir::Core.Co…
     1         1 …ractinterpretation.jl  2369 abstract_eval_special_value
     1         1 …ractinterpretation.jl  2745 abstract_eval_statement(interp::C…
     1         0 …piler\ssair\passes.jl  2026 adce_pass!(ir::Core.Compiler.IRCo…
     1         0 …compiler\utilities.jl   356 ssamap(f::Core.Compiler.var"#472#…
     1         0 …\compiler\optimize.jl   841 (::Core.Compiler.ScanStmt)(inst::…
     1         0 …piler\ssair\passes.jl   207 simple_walk(compact::Core.Compile…
     1         1 …piler\ssair\passes.jl   351 already_inserted(compact::Core.Co…
     1         1 @Base\range.jl             ? batch_inline!(ir::Core.Compiler.I…
     1         0 …piler\ssair\passes.jl   270 walk_to_defs(compact::Core.Compil…
     1         0 …piler\ssair\passes.jl   587 phi_or_ifelse_predecessors
     1         1 …ompiler\typelimits.jl   385 tmerge_fast_path(lattice::Core.Co…
     1         0 …piler\ssair\passes.jl  1956 mark_phi_cycles!(compact::Core.Co…
     1         0 …ler\ssair\irinterp.jl   190 reprocess_instruction!(interp::Co…
     1         1 …piler\ssair\passes.jl     ? is_union_phi
     1         0 …\compiler\optimize.jl  1083 convert_to_ircode(ci::Core.CodeIn…
     1         0 …ractinterpretation.jl    33 abstract_call_gf_by_type(interp::…
     1         0 …se\compiler\tfuncs.jl   837 isa_tfunc(𝕃::Core.Compiler.Infere…
     1         0 …compiler\typeutils.jl    49 isnotbrokensubtype
     1         1 @Base\reflection.jl      796 iskindtype
     1         0 …compiler\typeinfer.jl   593 finish(me::Core.Compiler.Inferenc…
     1         1 …compiler\typeinfer.jl   448 cycle_fix_limited(typ::Any, sv::C…
     1         0 …sis\EscapeAnalysis.jl   674 analyze_escapes(ir::Core.Compiler…
     1         0 …sis\EscapeAnalysis.jl   857 add_escape_change!
     1         1 …sis\EscapeAnalysis.jl   860 add_escape_change!(astate::Core.C…
     1         0 …mpiler\methodtable.jl    97 _findall
     1         1 …compiler\utilities.jl     ? abstract_call_method(interp::Core…
     1         1 …\compiler\ssair\ir.jl    95 compute_basic_blocks(stmts::Vecto…
     1         1 …ompiler\typelimits.jl   697 tmerge(lattice::Core.Compiler.JLT…
     1         1 …ler\ssair\slot2ssa.jl   746 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …piler\ssair\passes.jl  1373 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …ler\ssair\slot2ssa.jl   588 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …\compiler\ssair\ir.jl   115 compute_basic_blocks(stmts::Vecto…
     1         0 …\compiler\ssair\ir.jl  1215 renumber_ssa2(val::Core.SSAValue,…
     1         0 …ler\ssair\slot2ssa.jl   486 domsort_ssa!(ir::Core.Compiler.IR…
     1         0 …e\compiler\effects.jl   388 decode_statement_effects_override
     1         0 …\compiler\ssair\ir.jl   570 _advance(stmt::Any, op::Int64)
     1         0 …compiler\typeinfer.jl   907 typeinf_edge(interp::Core.Compile…
     1         0 …compiler\typeinfer.jl   828 resolve_call_cycle!(interp::Core.…
     1         0 …ler\inferencestate.jl   829 is_cached
     1         0 …piler\ssair\passes.jl    13 is_known_invoke_or_call(x::Any, f…
     1         0 …\compiler\optimize.jl  1044 convert_to_ircode(ci::Core.CodeIn…
     1         0 …ractinterpretation.jl  3220 typeinf_local(interp::Core.Compil…
     1         1 …ractinterpretation.jl  1363 ssa_def_slot(arg::Any, sv::Core.C…
     1         0 …ler\ssair\slot2ssa.jl   316 iterated_dominance_frontier(cfg::…
     1         1 @Base\bitset.jl           91 _setint!
     1         0 …ler\ssair\inlining.jl   260 finish_cfg_inline!(state::Core.Co…
     1         1 @Base\array.jl          1017 setindex!
     1         0 …compiler\utilities.jl   371 foreachssa(f::Core.Compiler.var"#…
     1         0 …\compiler\ssair\ir.jl  1838 #373
     1         0 …compiler\typeinfer.jl   650 store_backedges(caller::Core.Meth…
     1         1 …compiler\utilities.jl   320 iterate
     1         0 …compiler\typeinfer.jl   883 typeinf_edge(interp::Core.Compile…
     1         0 …\compiler\optimize.jl   957 ipo_dataflow_analysis!(interp::Co…
     1         0 …\compiler\optimize.jl   611 Core.Compiler.PostOptAnalysisStat…
     1         0 …ler\inferencestate.jl   132 TwoPhaseDefUseMap
     1         1 …ler\inferencestate.jl   111 TwoPhaseDefUseMap
     1         0 …se\compiler\tfuncs.jl  1036 getfield_nothrow(𝕃::Core.Compiler…
     1         1 …compiler\typeutils.jl    61 datatype_min_ninitialized(t::Data…
     1         0 …ler\inferencestate.jl   297 Core.Compiler.InferenceState(resu…
     1         0 …piler\ssair\passes.jl   246 simple_walk_constraint
     1         1 @Base\boot.jl            434 Box
     1         0 @Base\compiler\sort.jl    13 searchsortedfirst
     1         1 …ler\ssair\slot2ssa.jl   716 construct_ssa!(ci::Core.CodeInfo,…
     1         1 …se\compiler\tfuncs.jl  1973 tuple_tfunc(𝕃::Core.Compiler.Infe…
     1         0 …compiler\typeutils.jl   376 is_mutation_free_type
     1         0 @Base\reflection.jl      768 ismutationfree
     1         0 @Base\reflection.jl      754 datatype_ismutationfree
     1         0 …ler\ssair\slot2ssa.jl   700 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …piler\ssair\passes.jl  2061 adce_pass!(ir::Core.Compiler.IRCo…
     1         0 …\compiler\ssair\ir.jl   486 _useref_getindex(stmt::Any, op::I…
     1         0 …ler\ssair\slot2ssa.jl   548 compute_live_ins(cfg::Core.Compil…
     1         1 …ler\ssair\slot2ssa.jl   220 BlockLiveness
     1         1 …ractinterpretation.jl   231 abstract_call_gf_by_type(interp::…
     1         0 …piler\ssair\passes.jl   188 collect_leaves
     1         0 …ractinterpretation.jl  1355 matching_cache_argtypes(𝕃::Core.C…
     1         1 …er\inferenceresult.jl    64 pick_const_args!(𝕃::Core.Compiler…
     1         1 …piler\ssair\passes.jl   546 lift_comparison!(::typeof(===), c…
     1         0 …\compiler\optimize.jl  1251 statement_cost(ex::Expr, line::In…
     1         0 …\compiler\ssair\ir.jl   924 insert_node!(compact::Core.Compil…
     1         0 …\compiler\ssair\ir.jl   867 add_pending!
     1         0 …ler\ssair\inlining.jl   716 batch_inline!(ir::Core.Compiler.I…
     1         1 …ler\ssair\inlining.jl     ? resolve_todo(mi::Core.MethodInsta…
     1         0 @Base\array.jl           304 _copyto_impl!
     1         1 …compiler\typeinfer.jl   712 type_annotate!(interp::Core.Compi…
     1         1 …ompiler\typelimits.jl   309 union_count_abstract(x::Union)
     1         0 …se\compiler\tfuncs.jl   117 instanceof_tfunc(t::Any, astag::B…
     1         1 @Base\essentials.jl      559 widen_diagonal
     1         1 …ler\ssair\slot2ssa.jl   129 fixemup!(slot_filter::Core.Compil…
     1         0 …ractinterpretation.jl  3300 typeinf_local(interp::Core.Compil…
     1         1 …ractinterpretation.jl  3173 update_cycle_worklists!(callback:…
     1         0 …ractinterpretation.jl  2919 widenreturn(𝕃ᵢ::Core.Compiler.Con…
     1         0 …piler\ssair\passes.jl   309 walk_to_defs(compact::Core.Compil…
     1         0 …piler\ssair\passes.jl  1268 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …\compiler\ssair\ir.jl  1177 process_phinode_values(old_values…
     1         0 …ractinterpretation.jl   264 find_matching_methods(𝕃::Core.Com…
     1         0 …\compiler\ssair\ir.jl  1855 fixup_phinode_values!(compact::Co…
     1         1 …\compiler\ssair\ir.jl     ? process_node!(compact::Core.Compi…
     1         0 …\compiler\ssair\ir.jl   523 _useref_setindex!(stmt::Any, op::…
     1         1 …mpiler\typelattice.jl   519 ⊑(lattice::Core.Compiler.ConstsLa…
     1         0 …\compiler\ssair\ir.jl  1965 non_dce_finish!
     1         1 …piler\ssair\passes.jl     ? is_known_call(x::Any, func::Any, …
     1         0 …compiler\typeinfer.jl   737 type_annotate!(interp::Core.Compi…
     1         0 …ractinterpretation.jl   950 concrete_eval_call(interp::Core.C…
     1         0 …ractinterpretation.jl   938 collect_const_args
     1         0 …ractinterpretation.jl   941 collect_const_args(argtypes::Vect…
     1         0 …\compiler\optimize.jl   794 scan_non_dataflow_flags!(inst::Co…
     1         0 …\compiler\optimize.jl   759 is_conditional_noub
     1         0 …\compiler\optimize.jl   699 iscall_with_boundscheck
     1         1 …\compiler\ssair\ir.jl  1530 process_node!(compact::Core.Compi…
     1         0 …ler\ssair\slot2ssa.jl   798 construct_ssa!(ci::Core.CodeInfo,…
     1         1 @Base\array.jl             ? _count_added_node!(compact::Core.…
     1         0 …ractinterpretation.jl  2115 abstract_call_known(interp::Core.…
     1         0 @Base\array.jl          1717 popfirst!
     1         0 @Base\array.jl          1194 _deletebeg!
     1         0 …ler\ssair\slot2ssa.jl   677 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …se\compiler\tfuncs.jl  1047 getfield_tfunc(𝕃::Core.Compiler.I…
     1         0 …ler\ssair\irinterp.jl   350 _ir_abstract_constant_propagation…
     1         0 …ler\ssair\irinterp.jl   367 (::Core.Compiler.var"#571#574"{Co…
     1         0 …ler\inferencestate.jl   137 count!(tpdum::Core.Compiler.TwoPh…
     1         0 …piler\ssair\passes.jl  2128 adce_pass!(ir::Core.Compiler.IRCo…
     1         0 …\compiler\ssair\ir.jl  1222 renumber_ssa2(val::Core.SSAValue,…
     1         0 …\compiler\optimize.jl   444 argextype(x::Any, src::Core.Compi…
     1         1 …\compiler\ssair\ir.jl     ? process_phinode_values(old_values…
     1         0 …ler\ssair\slot2ssa.jl   714 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …ler\inferencestate.jl   314 Core.Compiler.InferenceState(resu…
     1         0 …ractinterpretation.jl  2174 abstract_call_known(interp::Core.…
     1         1 …compiler\utilities.jl    53 istopfunction
     1         0 …ler\ssair\slot2ssa.jl   443 domsort_ssa!(ir::Core.Compiler.IR…
     1         1 …\compiler\ssair\ir.jl   510 _useref_setindex!(stmt::Any, op::…
     1         0 …\compiler\ssair\ir.jl  1464 process_node!(compact::Core.Compi…
     1         1 …\compiler\ssair\ir.jl   473 _useref_getindex(stmt::Any, op::I…
     1         0 …compiler\typeinfer.jl   741 type_annotate!(interp::Core.Compi…
     1         1 …compiler\utilities.jl    67 is_meta_expr
     1         0 …ler\ssair\irinterp.jl   309 (::Core.Compiler.var"#570#573"{No…
     1         0 …\compiler\ssair\ir.jl   973 insert_node_here!(compact::Core.C…
     1         0 …\compiler\ssair\ir.jl   875 inst_from_newinst!
     1         1 …\compiler\optimize.jl   467 finish(interp::Core.Compiler.Nati…
     1         0 …ractinterpretation.jl   444 from_interconditional(𝕃ᵢ::Core.Co…
     1         0 …er\abstractlattice.jl   169 ⋤
     1         1 …mpiler\typelattice.jl   518 ⊑(lattice::Core.Compiler.ConstsLa…
     1         1 …mpiler\typelattice.jl     ? is_lattice_equal(lattice::Core.Co…
     1         1 …\compiler\ssair\ir.jl  1355 process_node!(compact::Core.Compi…
     1         1 …\compiler\ssair\ir.jl   884 recompute_newinst_flag
     1         0 …ractinterpretation.jl  3048 abstract_eval_basic_statement(int…
     1         1 @Base\bool.jl             38 &
     1         0 …ler\ssair\slot2ssa.jl   621 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …ler\ssair\inlining.jl  1798 ssa_substitute!
     1         0 …\compiler\ssair\ir.jl  1635 finish_current_bb!(compact::Core.…
     1         0 …sis\EscapeAnalysis.jl  1190 escape_call!(astate::Core.Compile…
     1         0 …ler\ssair\slot2ssa.jl   318 iterated_dominance_frontier(cfg::…
     1         0 …ler\ssair\inlining.jl   903 resolve_todo(mi::Core.MethodInsta…
     1         0 …er\inferenceresult.jl   142 most_general_argtypes(method::Met…
     1         1 @Base\compiler\sort.jl     ? compute_basic_blocks(stmts::Vecto…
     1         1 …ompiler\ssair\heap.jl    44 heappop!(xs::Vector{Tuple{Int64, …
     1         0 …ractinterpretation.jl  3283 typeinf_local(interp::Core.Compil…
     1         0 …mpiler\typelattice.jl   761 stupdate!(lattice::Core.Compiler.…
     1         1 …mpiler\typelattice.jl   720 schanged
     1         0 …ler\ssair\slot2ssa.jl   500 domsort_ssa!(ir::Core.Compiler.IR…
     1         0 …\compiler\ssair\ir.jl  1598 resize!
     1         0 …ractinterpretation.jl  3335 typeinf_local(interp::Core.Compil…
     1         0 …ractinterpretation.jl  3140 update_exc_bestguess!(interp::Cor…
     1         1 …mpiler\typelattice.jl   396 ⊑(lattice::Core.Compiler.Inferenc…
     1         1 …\compiler\ssair\ir.jl   863 count_added_node!(compact::Core.C…
     1         0 …piler\ssair\passes.jl   706 finish_phi_nest!(compact::Core.Co…
     1         0 …ler\ssair\inlining.jl   348 ir_inline_linetable!(linetable::V…
     1         1 @Base\essentials.jl      530 rewrap_unionall
     1         0 …ractinterpretation.jl   504 add_call_backedges!(interp::Core.…
     1         0 …ler\inferencestate.jl   915 add_mt_backedge!(caller::Core.Com…
     1         0 …ler\ssair\inlining.jl   129 cfg_inline_item!(ir::Core.Compile…
     1         0 …ler\ssair\inlining.jl   116 inline_into_block!(state::Core.Co…
     1         1 …ler\ssair\inlining.jl   425 ir_inline_item!(compact::Core.Com…
     1         0 …compiler\typeinfer.jl   570 finish(me::Core.Compiler.Inferenc…
     1         0 @Base\bitset.jl          120 _growend0!
     1         1 …ler\ssair\slot2ssa.jl     ? iterated_dominance_frontier(cfg::…
     1         1 …\compiler\ssair\ir.jl  1869 fixup_node(compact::Core.Compiler…
     1         1 …\compiler\optimize.jl  1351 statement_or_branch_cost
     1         1 …\compiler\ssair\ir.jl  1925 just_fixup!(compact::Core.Compile…
     1         0 …ler\ssair\slot2ssa.jl   273 iterated_dominance_frontier(cfg::…
     1         0 …\compiler\optimize.jl   824 scan_inconsistency!(inst::Core.Co…
     1         1 …\compiler\ssair\ir.jl  1909 fixup_node(compact::Core.Compiler…
     1         1 @Base\bitset.jl          119 _growend0!
     1         1 …compiler\typeinfer.jl   568 finish(me::Core.Compiler.Inferenc…
     1         0 …ler\ssair\inlining.jl   332 ir_inline_linetable!(linetable::V…
     1         0 @Base\abstractarray.jl   321 eachindex
     1         1 @Base\array.jl             ? finish_current_bb!(compact::Core.…
     1         0 …ler\ssair\slot2ssa.jl   517 compute_live_ins(cfg::Core.Compil…
     1         0 …ractinterpretation.jl  1593 abstract_iteration(interp::Core.C…
     1         1 …ler\inferencestate.jl   344 Core.Compiler.InferenceState(resu…
     1         1 …ler\ssair\slot2ssa.jl     ? scan_slot_def_use(nargs::Int64, c…
     1         0 …compiler\typeinfer.jl   602 finish(me::Core.Compiler.Inferenc…
     1         0 …compiler\typeinfer.jl   555 adjust_effects(sv::Core.Compiler.…
     1         0 …compiler\typeinfer.jl   471 adjust_effects
     1         0 …e\compiler\effects.jl   374 decode_effects_override
     1         0 …ractinterpretation.jl   965 concrete_eval_call(interp::Core.C…
     1         1 …\compiler\stmtinfo.jl    71 ConcreteResult
     1         1 …ractinterpretation.jl  1127 const_prop_function_heuristic(int…
     1         0 …iler\ssair\domtree.jl   118 resize!
     1         0 …ractinterpretation.jl   161 abstract_call_gf_by_type(interp::…
     1         1 …ractinterpretation.jl   477 conditional_argtype(𝕃ᵢ::Core.Comp…
     1         1 …ractinterpretation.jl  1874 abstract_call_builtin(interp::Cor…
     1         0 …ractinterpretation.jl  3096 update_bestguess!(interp::Core.Co…
     1         1 …ler\inferencestate.jl   745 narguments
     1         0 …ler\ssair\slot2ssa.jl   381 domsort_ssa!(ir::Core.Compiler.IR…
     1         0 …ractinterpretation.jl  3197 typeinf_local(interp::Core.Compil…
     1         1 …ractinterpretation.jl  1483 precise_container_type(interp::Co…
     1         1 …ler\ssair\irinterp.jl   431 ir_abstract_constant_propagation(…
     1         0 …\compiler\optimize.jl   483 finish(interp::Core.Compiler.Nati…
     1         0 …ler\ssair\inlining.jl   673 batch_inline!(ir::Core.Compiler.I…
     1         0 …er\inferenceresult.jl   228 cache_lookup(𝕃::Core.Compiler.Inf…
     1         0 …er\inferenceresult.jl    82 is_argtype_match
     1         0 …mpiler\typelattice.jl   568 is_lattice_equal(lattice::Core.Co…
     1         1 …ompiler\typelimits.jl   393 tmerge_fast_path(lattice::Core.Co…
     1         0 …iler\ssair\domtree.jl   114 resize!
     1         0 …\compiler\optimize.jl   343 stmt_effect_flags(𝕃ₒ::Core.Compil…
     1         1 …ler\ssair\inlining.jl  1428 handle_match!(cases::Vector{Core.…
     1         0 @Base\array.jl          1132 (::Core.Compiler.var"#134#135"{Ve…
     1         0 …compiler\typeinfer.jl   757 type_annotate!(interp::Core.Compi…
     1         0 …ler\ssair\irinterp.jl   417 _ir_abstract_constant_propagation…
     1         0 …\compiler\optimize.jl    62 has_flag
     1         0 …ler\ssair\slot2ssa.jl   681 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …ler\ssair\slot2ssa.jl    42 scan_slot_def_use(nargs::Int64, c…
     1         1 …\compiler\ssair\ir.jl     ? renumber_ssa2!(stmt::Any, ssanums…
     1         0 …se\compiler\tfuncs.jl  2503 getfield_effects(𝕃::Core.Compiler…
     1         0 …e\compiler\effects.jl   177 Effects
     1         0 …e\compiler\effects.jl   187 #Effects#312
     1         1 …e\compiler\effects.jl   133 Effects
     1         0 …ler\ssair\slot2ssa.jl    25 scan_entry!(result::Vector{Core.C…
     1         0 …ler\ssair\slot2ssa.jl   271 iterated_dominance_frontier(cfg::…
     1         0 …ractinterpretation.jl  2487 abstract_eval_statement_expr(inte…
     1         0 …er\abstractlattice.jl   111 tmeet
     1         0 …piler\ssair\legacy.jl    23 inflate_ir!(ci::Core.CodeInfo, sp…
     1         0 …piler\ssair\passes.jl   405 lift_leaves(compact::Core.Compile…
     1         0 …piler\ssair\passes.jl   505 lift_arg!(compact::Core.Compiler.…
     1         1 …ractinterpretation.jl  2350 abstract_eval_special_value
     1         1 …compiler\utilities.jl   396 find_ssavalue_uses(body::Vector{A…
     1         1 …\compiler\ssair\ir.jl    72 basic_blocks_starts
     1         0 …sis\EscapeAnalysis.jl   888 add_alias_change!(astate::Core.Co…
     1         0 @Base\array.jl          1659 pushfirst!
     1         0 …piler\ssair\passes.jl   622 lift_comparison_leaves!(tfunc::ty…
     1         0 …ler\ssair\slot2ssa.jl   691 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …ler\ssair\slot2ssa.jl   545 compute_live_ins(cfg::Core.Compil…
     1         0 @Base\array.jl          1345 _append!(a::Vector{Int64}, ::Core…
     1         0 @Base\iterators.jl       551 iterate
     1         0 …se\compiler\tfuncs.jl  1150 _getfield_tfunc(𝕃::Core.Compiler.…
     1         1 @Base\reflection.jl      808 isType
     1         1 …ompiler\typelimits.jl   807 tmerge_types_slow(typea::Type, ty…
     1         0 …piler\ssair\passes.jl  2022 adce_pass!(ir::Core.Compiler.IRCo…
     1         0 …ractinterpretation.jl  2149 abstract_call_known(interp::Core.…
     1         0 …se\compiler\tfuncs.jl  2258 _builtin_nothrow(𝕃::Core.Compiler…
     1         0 …se\compiler\tfuncs.jl   615 typevar_nothrow
     1         0 …se\compiler\tfuncs.jl   605 typebound_nothrow(𝕃::Core.Compile…
     1         0 …piler\ssair\passes.jl  1482 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …\compiler\ssair\ir.jl  1980 complete(compact::Core.Compiler.I…
     1         1 …compiler\utilities.jl   142 retrieve_code_info
     1         1 …\compiler\ssair\ir.jl   478 _useref_getindex(stmt::Any, op::I…
     1         1 …compiler\utilities.jl   490 find_throw_blocks(code::Vector{An…
     1         0 …ractinterpretation.jl   402 from_interconditional(𝕃ᵢ::Core.Co…
     1         1 …ractinterpretation.jl  1406 ssa_def_slot(arg::Any, sv::Core.C…
     1         1 …ler\ssair\inlining.jl  1332 info_effects
     1         0 @Base\bitset.jl          303 setdiff!
     1         0 @Base\bitset.jl          181 _matched_map!
     1         0 @Base\bitset.jl          193 _matched_map!(f::Core.Compiler.va…
     1         0 …se\compiler\tfuncs.jl   810 typeassert_tfunc(𝕃::Core.Compiler…
     1         1 …se\compiler\tfuncs.jl   101 instanceof_tfunc(t::Any, astag::B…
     1         1 …ractinterpretation.jl  1235 semi_concrete_eval_call(interp::C…
     1         0 …piler\ssair\passes.jl  1414 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …ompiler\typelimits.jl   395 tmerge_fast_path(lattice::Core.Co…
     1         1 …ompiler\typelimits.jl   326 issimplertype(𝕃::Core.Compiler.Pa…
     1         1 …iler\ssair\domtree.jl   142 DFS!(D::Core.Compiler.DFSTree, bl…
     1         1 …compiler\typeinfer.jl   666 record_slot_assign!(sv::Core.Comp…
     1         0 …ler\ssair\slot2ssa.jl   782 construct_ssa!(ci::Core.CodeInfo,…
     1         1 …compiler\utilities.jl   408 find_ssavalue_uses!(uses::Vector{…
     1         0 …iler\ssair\domtree.jl    90 Core.Compiler.DFSTree(n_blocks::I…
     1         1 …piler\ssair\passes.jl   641 lifted_value(compact::Core.Compil…
     1         0 …ler\ssair\slot2ssa.jl   527 compute_live_ins(cfg::Core.Compil…
     1         0 @Base\int.jl            1013 +
     1         0 …\compiler\ssair\ir.jl    84 basic_blocks_starts
     1         0 …ler\ssair\inlining.jl   278 finish_cfg_inline!(state::Core.Co…
     1         0 @Base\array.jl           668 _similar_for
     1         0 …piler\ssair\passes.jl  2058 adce_pass!(ir::Core.Compiler.IRCo…
     1         1 …\compiler\ssair\ir.jl     ? fixup_node(compact::Core.Compiler…
     1         0 …compiler\typeinfer.jl   723 type_annotate!(interp::Core.Compi…
     1         1 …compiler\typeinfer.jl     ? record_bestguess!(sv::Core.Compil…
     1         0 …ler\ssair\inlining.jl   899 resolve_todo(mi::Core.MethodInsta…
     1         0 …\compiler\optimize.jl   125 inlining_policy
     1         1 …\compiler\optimize.jl    97 is_inlineable
     1         0 …ompiler\typelimits.jl   699 tmerge(lattice::Core.Compiler.JLT…
     1         0 …ompiler\typelimits.jl   391 tmerge_fast_path(lattice::Core.Co…
     1         0 …ractinterpretation.jl  1339 matching_cache_argtypes(𝕃::Core.C…
     1         1 …se\compiler\tfuncs.jl  2600 builtin_effects(𝕃::Core.Compiler.…
     1         0 …piler\ssair\passes.jl   267 walk_to_defs(compact::Core.Compil…
     1         0 …piler\ssair\passes.jl   439 lift_leaves(compact::Core.Compile…
     1         0 …piler\ssair\passes.jl   377 is_getfield_captures(def::Any, co…
     1         1 …compiler\typeutils.jl   108 valid_as_lattice(x::Any, astag::B…
     1         0 …ler\ssair\slot2ssa.jl   127 fixemup!(slot_filter::Core.Compil…
     1         0 …ler\ssair\slot2ssa.jl   903 construct_ssa!(ci::Core.CodeInfo,…
     1         1 …\compiler\ssair\ir.jl   477 _useref_getindex(stmt::Any, op::I…
     1         1 …piler\ssair\passes.jl     9 is_known_invoke_or_call(x::Any, f…
     1         1 …piler\ssair\passes.jl   747 def_walker
     1         0 …ler\ssair\irinterp.jl    50 abstract_call(interp::Core.Compil…
     1         1 …ractinterpretation.jl   307 find_matching_methods(𝕃::Core.Com…
     1         0 …ler\ssair\irinterp.jl   191 reprocess_instruction!(interp::Co…
     1         0 …compiler\utilities.jl    75 quoted
     1         1 …compiler\utilities.jl    70 is_self_quoting
     1         0 …ractinterpretation.jl  2847 abstract_eval_ssavalue
     1         0 …ractinterpretation.jl  2850 abstract_eval_ssavalue
     1         0 …se\compiler\tfuncs.jl  1228 _getfield_tfunc(𝕃::Core.Compiler.…
     1         0 …se\compiler\tfuncs.jl  1067 _getfield_fieldindex
     1         1 …ractinterpretation.jl    27 abstract_call_gf_by_type(interp::…
     1         0 …se\compiler\tfuncs.jl  1810 apply_type_tfunc(::Core.Compiler.…
     1         0 …compiler\typeutils.jl   136 valid_tparam
     1         1 …compiler\typeutils.jl   126 valid_typeof_tparam(t::Any)
     1         0 …piler\ssair\passes.jl  2064 adce_pass!(ir::Core.Compiler.IRCo…
     1         1 …\compiler\ssair\ir.jl  1460 process_node!(compact::Core.Compi…
     1         0 …compiler\utilities.jl   397 find_ssavalue_uses(body::Vector{A…
     1         0 …compiler\typeinfer.jl   738 type_annotate!(interp::Core.Compi…
     1         1 @Base\bitset.jl           90 _setint!
     1         1 …ractinterpretation.jl   862 bail_out_const_call
     1         0 …piler\ssair\passes.jl   282 walk_to_defs(compact::Core.Compil…
     1         0 …compiler\utilities.jl   369 foreachssa(f::Core.Compiler.var"#…
     1         0 …\compiler\ssair\ir.jl   644 CFGTransformState!(blocks::Vector…
     1         0 @Base\array.jl          2920 filter!
     1         1 …ler\inferencestate.jl   788 Core.Compiler.IRInterpretationSta…
     1         0 …er\inferenceresult.jl   157 most_general_argtypes(method::Met…
     1         1 …compiler\utilities.jl     ? anymap
     1         1 …piler\ssair\passes.jl  2115 adce_pass!(ir::Core.Compiler.IRCo…
     1         1 @Base\iterators.jl       472 (::Base.Iterators.var"#7#8"{Tuple…
     1         0 …sis\EscapeAnalysis.jl  1197 escape_call!(astate::Core.Compile…
     1         1 …sis\EscapeAnalysis.jl   870 add_liveness_change!(astate::Core…
     1         0 …ler\ssair\slot2ssa.jl   419 domsort_ssa!(ir::Core.Compiler.IR…
     1         0 …piler\ssair\passes.jl  1329 sroa_pass!(ir::Core.Compiler.IRCo…
     1         1 …ractinterpretation.jl   110 abstract_call_gf_by_type(interp::…
     1         0 …ler\ssair\slot2ssa.jl   865 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …ler\ssair\inlining.jl   162 cfg_inline_item!(ir::Core.Compile…
     1         0 …ler\ssair\irinterp.jl   406 _ir_abstract_constant_propagation…
     1         1 …ompiler\typelimits.jl   632 tmerge(lattice::Core.Compiler.Par…
     1         0 …iler\ssair\domtree.jl   147 DFS!(D::Core.Compiler.DFSTree, bl…
     1         0 …e\compiler\effects.jl   270 merge_effects
     1         1 …e\compiler\effects.jl   283 merge_effectbits
     1         0 …\compiler\ssair\ir.jl  1935 just_fixup!(compact::Core.Compile…
     1         1 @Base\array.jl           345 copy(a::Vector{Any})
     1         0 …iler\ssair\domtree.jl   136 DFS!(D::Core.Compiler.DFSTree, bl…
     1         0 …piler\ssair\passes.jl  2075 adce_pass!(ir::Core.Compiler.IRCo…
     1         1 …\compiler\ssair\ir.jl  1208 renumber_ssa2(val::Core.SSAValue,…
     1         1 …\compiler\optimize.jl  1184 convert_to_ircode(ci::Core.CodeIn…
     1         0 …sis\EscapeAnalysis.jl  1309 escape_builtin!(::typeof(tuple), …
     1         0 …sis\EscapeAnalysis.jl  1270 escape_new!(astate::Core.Compiler…
     1         0 …\compiler\ssair\ir.jl  1751 iterate_compact(compact::Core.Com…
     1         1 …compiler\utilities.jl   355 ssamap(f::Core.Compiler.var"#472#…
     1         0 …compiler\typeinfer.jl   678 record_slot_assign!(sv::Core.Comp…
     1         1 …ompiler\typelimits.jl   481 tmerge(lattice::Core.Compiler.Con…
     1         0 @Base\expr.jl             79 copy(c::Core.CodeInfo)
     1         1 …\compiler\optimize.jl  1285 statement_cost(ex::Expr, line::In…
     1         1 …\compiler\ssair\ir.jl  1732 iterate
     1         0 …mpiler\methodtable.jl   107 findall(sig::Type, table::Core.Co…
     1         1 @Base\iddict.jl           97 getindex
